"","puppy","date","M","N"
"1154","Westley ",2020-04-10,0,1020
"1155","Westley ",2020-04-11,0,1020
"1156","Westley ",2020-04-12,0,1020
"1157","Westley ",2020-04-13,0,1020
"1158","Westley ",2020-04-14,0,1020
"1159","Westley ",2020-04-15,0,1020
"1160","Westley ",2020-04-16,0,1020
"1161","Westley ",2020-04-17,0,1020
"1162","Westley ",2020-04-18,0,1020
"1163","Westley ",2020-04-19,0,1020
"1164","Westley ",2020-04-20,0,1020
"1165","Westley ",2020-04-21,0,1020
"1166","Westley ",2020-04-22,0,1020
"1167","Westley ",2020-04-23,0,1020
"1168","Westley ",2020-04-24,0,1020
"1169","Westley ",2020-04-25,0,1020
"1170","Westley ",2020-04-26,0,1020
"1171","Westley ",2020-04-27,0,1020
"1172","Westley ",2020-04-28,0,1020
"1173","Westley ",2020-04-29,0,1020
"1174","Westley ",2020-04-30,0,1020
"1175","Westley ",2020-05-01,0,1020
"1176","Westley ",2020-05-02,0,1020
"1177","Westley ",2020-05-03,0,1020
"1178","Westley ",2020-05-04,0,1020
"1179","Westley ",2020-05-05,0,1020
"1180","Westley ",2020-05-06,0.876315789473684,380
"1181","Weston 1",2019-10-01,287.891176470588,1020
"1182","Weston 1",2019-10-02,423.905882352941,1020
"1183","Weston 1",2019-10-03,328.686274509804,1020
"1184","Weston 1",2019-10-04,406.128431372549,1020
"1185","Weston 1",2019-10-05,474.638235294118,1020
"1186","Weston 1",2019-10-06,361.422549019608,1020
"1187","Weston 1",2019-10-07,409.859803921569,1020
"1188","Weston 1",2019-10-08,434.843137254902,1020
"1189","Weston 1",2019-10-09,440.66862745098,1020
"1190","Weston 1",2019-10-10,273.501960784314,1020
"1191","Weston 1",2019-10-11,363.821568627451,1020
"1192","Weston 1",2019-10-12,405.576470588235,1020
"1193","Weston 1",2019-10-13,430.457843137255,1020
"1194","Weston 1",2019-10-14,462.399019607843,1020
"1195","Weston 1",2019-10-15,262.496078431373,1020
"1196","Weston 1",2019-10-16,1.15555555555556,90
"1197","Weston 2",2019-10-16,9.88039215686275,1020
"1198","Weston 2",2019-10-17,141.028431372549,1020
"1199","Weston 2",2019-10-18,408.820588235294,1020
"1200","Weston 2",2019-10-19,412.311764705882,1020
"1201","Weston 2",2019-10-20,373.379411764706,1020
"1202","Weston 2",2019-10-21,361.323529411765,1020
"1203","Weston 2",2019-10-22,335.738235294118,1020
"1204","Weston 2",2019-10-23,457.852941176471,1020
"1205","Weston 2",2019-10-24,583.15,1020
"1206","Weston 2",2019-10-25,400.61568627451,1020
"1207","Weston 2",2019-10-26,369.880392156863,1020
"1208","Weston 2",2019-10-27,338.266666666667,1020
"1209","Weston 2",2019-10-28,361.913725490196,1020
"1210","Weston 2",2019-10-29,415.353921568627,1020
"1211","Weston 2",2019-10-30,382.556862745098,1020
"1212","Weston 2",2019-10-31,291.574509803922,1020
"1213","Weston 2",2019-11-01,277.993137254902,1020
"1214","Weston 2",2019-11-02,334.656862745098,1020
"1215","Weston 2",2019-11-03,319.308823529412,1020
"1216","Weston 2",2019-11-04,369.460784313725,1020
"1217","Weston 2",2019-11-05,417.891176470588,1020
"1218","Weston 2",2019-11-06,384.574509803922,1020
"1219","Weston 2",2019-11-07,433.837254901961,1020
"1220","Weston 2",2019-11-08,355.699019607843,1020
"1221","Weston 2",2019-11-09,411.28431372549,1020
"1222","Weston 2",2019-11-10,353.324509803922,1020
"1223","Weston 2",2019-11-11,416.441176470588,1020
"1224","Weston 2",2019-11-12,407.809803921569,1020
"1225","Weston 2",2019-11-13,439.567647058824,1020
"1226","Weston 2",2019-11-14,245.097058823529,1020
"1227","Weston 2",2019-11-15,347.157843137255,1020
"1228","Weston 2",2019-11-16,305.633333333333,1020
"1229","Weston 2",2019-11-17,294.969607843137,1020
"1230","Weston 2",2019-11-18,343.506862745098,1020
"1231","Weston 2",2019-11-19,214,1020
"1232","Weston 2",2019-11-20,7.69803921568627,1020
"1233","Weston 2",2019-11-21,13.4401960784314,1020
"1234","Weston 2",2019-11-22,4.17941176470588,1020
"1235","Weston 2",2019-11-23,0,1020
"1236","Weston 2",2019-11-24,0,1020
"1237","Weston 2",2019-11-25,0,1020
"1238","Weston 2",2019-11-26,0.0411764705882353,1020
"1239","Weston 2",2019-11-27,0.146078431372549,1020
"1240","Weston 2",2019-11-28,0,1020
"1241","Weston 2",2019-11-29,0,1020
"1242","Weston 2",2019-11-30,0,1020
"1243","Weston 2",2019-12-01,0,1020
"1244","Weston 2",2019-12-02,0,1020
"1245","Weston 2",2019-12-03,0,1020
"1246","Weston 2",2019-12-04,0,1020
"1247","Weston 2",2019-12-05,0,1020
"1248","Weston 2",2019-12-06,2.24019607843137,1020
"1249","Weston 2",2019-12-07,0,1020
"1250","Weston 2",2019-12-08,0,1020
"1251","Weston 2",2019-12-09,0.487745098039216,408
"1252","Wisdom",2020-01-28,4.80196078431373,1020
"1253","Wisdom",2020-01-29,5.79607843137255,1020
"1254","Wisdom",2020-01-30,0,1020
"1255","Wisdom",2020-01-31,69.4745098039216,1020
"1256","Wisdom",2020-02-01,101.252941176471,1020
"1257","Wisdom",2020-02-02,182.062745098039,1020
"1258","Wisdom",2020-02-03,225.358823529412,1020
"1259","Wisdom",2020-02-04,150.502941176471,1020
"1260","Wisdom",2020-02-05,125.009803921569,1020
"1261","Wisdom",2020-02-06,64.5196078431373,1020
"1262","Wisdom",2020-02-07,122.863725490196,1020
"1263","Wisdom",2020-02-08,109.670588235294,1020
"1264","Wisdom",2020-02-09,185.123529411765,1020
"1265","Wisdom",2020-02-10,130.297058823529,1020
"1266","Wisdom",2020-02-11,83.3098039215686,1020
"1267","Wisdom",2020-02-12,152.194117647059,1020
"1268","Wisdom",2020-02-13,104.81862745098,1020
"1269","Wisdom",2020-02-14,133.630392156863,1020
"1270","Wisdom",2020-02-15,184.404901960784,1020
"1271","Wisdom",2020-02-16,143.801960784314,1020
"1272","Wisdom",2020-02-17,557.973529411765,1020
"1273","Wisdom",2020-02-18,407.21862745098,1020
"1274","Wisdom",2020-02-19,458.240196078431,1020
"1275","Wisdom",2020-02-20,365.941176470588,1020
"1276","Wisdom",2020-02-21,460.444117647059,1020
"1277","Wisdom",2020-02-22,401.174509803922,1020
"1278","Wisdom",2020-02-23,494.837254901961,1020
"1279","Wisdom",2020-02-24,343.035294117647,1020
"1280","Wisdom",2020-02-25,407.914705882353,1020
"1281","Wisdom",2020-02-26,391.883333333333,1020
"1282","Wisdom",2020-02-27,158.146078431373,1020
"1283","Wisdom",2020-02-28,412.987254901961,1020
"1284","Wisdom",2020-02-29,355.93137254902,1020
"1285","Wisdom",2020-03-01,437.608823529412,1020
"1286","Wisdom",2020-03-02,317.779411764706,1020
"1287","Wisdom",2020-03-03,379.043137254902,1020
"1288","Wisdom",2020-03-04,360.876470588235,1020
"1289","Wisdom",2020-03-05,334.03137254902,1020
"1290","Wisdom",2020-03-06,441.745098039216,1020
"1291","Wisdom",2020-03-07,549.052941176471,1020
"1292","Wisdom",2020-03-08,250.780392156863,1020
"1293","Wisdom",2020-03-09,360.139215686274,1020
"1294","Wisdom",2020-03-10,328.010784313725,1020
"1295","Wisdom",2020-03-11,75.8598039215686,1020
"1296","Wisdom",2020-03-12,31.2647058823529,1020
"1297","Wisdom",2020-03-13,7.56078431372549,1020
"1298","Wisdom",2020-03-14,0,1020
"1299","Wisdom",2020-03-15,0,1020
"1300","Wisdom",2020-03-16,0,1020
"1301","Wisdom",2020-03-17,0,1020
"1302","Wisdom",2020-03-18,0,1020
"1303","Wisdom",2020-03-19,0,1020
"1304","Wisdom",2020-03-20,0,1020
"1305","Wisdom",2020-03-21,0,1020
"1306","Wisdom",2020-03-22,0,1020
"1307","Wisdom",2020-03-23,0,1020
"1308","Wisdom",2020-03-24,0,1020
"1309","Wisdom",2020-03-25,0,1020
"1310","Wisdom",2020-03-26,0,1020
"1311","Wisdom",2020-03-27,0,1020
"1312","Wisdom",2020-03-28,0,1020
"1313","Wisdom",2020-03-29,0,1020
"1314","Wisdom",2020-03-30,0,1020
"1315","Wisdom",2020-03-31,0,1020
"1316","Wisdom",2020-04-01,0,1020
"1317","Wisdom",2020-04-02,0,1020
"1318","Wisdom",2020-04-03,0,1020
"1319","Wisdom",2020-04-04,0,1020
"1320","Wisdom",2020-04-05,0,1020
"1321","Wisdom",2020-04-06,0,1020
"1322","Wisdom",2020-04-07,0.0225490196078431,1020
"1323","Wisdom",2020-04-08,0,1020
"1324","Wisdom",2020-04-09,0,1020
"1325","Wisdom",2020-04-10,0,1020
"1326","Wisdom",2020-04-11,0,1020
"1327","Wisdom",2020-04-12,0,1020
"1328","Wisdom",2020-04-13,0,1020
"1329","Wisdom",2020-04-14,0,1020
"1330","Wisdom",2020-04-15,0,1020
"1331","Wisdom",2020-04-16,0,1020
"1332","Wisdom",2020-04-17,0,1020
"1333","Wisdom",2020-04-18,0,1020
"1334","Wisdom",2020-04-19,0,1020
"1335","Wisdom",2020-04-20,0,1020
"1336","Wisdom",2020-04-21,0,1020
"1337","Wisdom",2020-04-22,0,1020
"1338","Wisdom",2020-04-23,0,1020
"1339","Wisdom",2020-04-24,0,1020
"1340","Wisdom",2020-04-25,0,1020
"1341","Wisdom",2020-04-26,0,1020
"1342","Wisdom",2020-04-27,0,1020
"1343","Wisdom",2020-04-28,0,1020
"1344","Wisdom",2020-04-29,0,1020
"1345","Wisdom",2020-04-30,0,1020
"1346","Wisdom",2020-05-01,0,1020
"1347","Wisdom",2020-05-02,0,1020
"1348","Wisdom",2020-05-03,0,1020
"1349","Wisdom",2020-05-04,0,1020
"1350","Wisdom",2020-05-05,0,1020
"1351","Wisdom",2020-05-06,0.79144385026738,374
"1352","Ying 1",2019-10-01,216.436274509804,1020
"1353","Ying 1",2019-10-02,298.321568627451,1020
"1354","Ying 1",2019-10-03,312.360784313726,1020
"1355","Ying 1",2019-10-04,264.699019607843,1020
"1356","Ying 1",2019-10-05,293.349019607843,1020
"1357","Ying 1",2019-10-06,251.106862745098,1020
"1358","Ying 1",2019-10-07,297.958823529412,1020
"1359","Ying 1",2019-10-08,275.353921568627,1020
"1360","Ying 1",2019-10-09,328.725490196078,1020
"1361","Ying 1",2019-10-10,238.602941176471,1020
"1362","Ying 1",2019-10-11,349.571568627451,1020
"1363","Ying 1",2019-10-12,298.16568627451,1020
"1364","Ying 1",2019-10-13,257.632352941176,1020
"1365","Ying 1",2019-10-14,290.01862745098,1020
"1366","Ying 1",2019-10-15,217.999019607843,1020
"1367","Ying 1",2019-10-16,0.97196261682243,107
"1368","Ying 2",2019-10-16,4.30294117647059,1020
"1369","Ying 2",2019-10-17,181.845098039216,1020
"1370","Ying 2",2019-10-18,320.614705882353,1020
"1371","Ying 2",2019-10-19,286.358823529412,1020
"1372","Ying 2",2019-10-20,300.820588235294,1020
"1373","Ying 2",2019-10-21,248.622549019608,1020
"1374","Ying 2",2019-10-22,251.382352941176,1020
"1375","Ying 2",2019-10-23,329.301960784314,1020
"1376","Ying 2",2019-10-24,333.041176470588,1020
"1377","Ying 2",2019-10-25,297.005882352941,1020
"1378","Ying 2",2019-10-26,295.019607843137,1020
"1379","Ying 2",2019-10-27,294.017647058824,1020
"1380","Ying 2",2019-10-28,249.163725490196,1020
"1381","Ying 2",2019-10-29,296.48431372549,1020
"1382","Ying 2",2019-10-30,360.517647058824,1020
"1383","Ying 2",2019-10-31,212.616666666667,1020
"1384","Ying 2",2019-11-01,295.579411764706,1020
"1385","Ying 2",2019-11-02,227.51568627451,1020
"1386","Ying 2",2019-11-03,184.099019607843,1020
"1387","Ying 2",2019-11-04,243.81568627451,1020
"1388","Ying 2",2019-11-05,284.402941176471,1020
"1389","Ying 2",2019-11-06,309.941176470588,1020
"1390","Ying 2",2019-11-07,389.362745098039,1020
"1391","Ying 2",2019-11-08,316.042156862745,1020
"1392","Ying 2",2019-11-09,278.177450980392,1020
"1393","Ying 2",2019-11-10,290.701960784314,1020
"1394","Ying 2",2019-11-11,204.399019607843,1020
"1395","Ying 2",2019-11-12,237.203921568627,1020
"1396","Ying 2",2019-11-13,361.98431372549,1020
"1397","Ying 2",2019-11-14,223.732352941176,1020
"1398","Ying 2",2019-11-15,395.298039215686,1020
"1399","Ying 2",2019-11-16,274.874509803922,1020
"1400","Ying 2",2019-11-17,237.010784313725,1020
"1401","Ying 2",2019-11-18,225.512745098039,1020
"1402","Ying 2",2019-11-19,221.351960784314,1020
"1403","Ying 2",2019-11-20,6.37941176470588,1020
"1404","Ying 2",2019-11-21,8.8343137254902,1020
"1405","Ying 2",2019-11-22,4.51274509803922,1020
"1406","Ying 2",2019-11-23,0,1020
"1407","Ying 2",2019-11-24,0,1020
"1408","Ying 2",2019-11-25,0,1020
"1409","Ying 2",2019-11-26,0.0225490196078431,1020
"1410","Ying 2",2019-11-27,0.113725490196078,1020
"1411","Ying 2",2019-11-28,0,1020
"1412","Ying 2",2019-11-29,0,1020
"1413","Ying 2",2019-11-30,0,1020
"1414","Ying 2",2019-12-01,0,1020
"1415","Ying 2",2019-12-02,0,1020
"1416","Ying 2",2019-12-03,0,1020
"1417","Ying 2",2019-12-04,0,1020
"1418","Ying 2",2019-12-05,0,1020
"1419","Ying 2",2019-12-06,2.13725490196078,1020
"1420","Ying 2",2019-12-07,0,1020
"1421","Ying 2",2019-12-08,0,1020
"1422","Ying 2",2019-12-09,0.585427135678392,398
"1423","Yolanda 1",2019-10-01,196.849019607843,1020
"1424","Yolanda 1",2019-10-02,353.346078431373,1020
"1425","Yolanda 1",2019-10-03,329.96862745098,1020
"1426","Yolanda 1",2019-10-04,361.608823529412,1020
"1427","Yolanda 1",2019-10-05,298.242156862745,1020
"1428","Yolanda 1",2019-10-06,322.717647058824,1020
"1429","Yolanda 1",2019-10-07,399.688235294118,1020
"1430","Yolanda 1",2019-10-08,335.857843137255,1020
"1431","Yolanda 1",2019-10-09,328.878431372549,1020
"1432","Yolanda 1",2019-10-10,354.803921568627,1020
"1433","Yolanda 1",2019-10-11,343.86862745098,1020
"1434","Yolanda 1",2019-10-12,289.38431372549,1020
"1435","Yolanda 1",2019-10-13,259.679411764706,1020
"1436","Yolanda 1",2019-10-14,390.582352941176,1020
"1437","Yolanda 1",2019-10-15,272.239215686275,1020
"1438","Yolanda 1",2019-10-16,0.598290598290598,117
"1439","Yolanda 2",2019-10-16,4.62450980392157,1020
"1440","Yolanda 2",2019-10-17,181.535294117647,1020
"1441","Yolanda 2",2019-10-18,303.48137254902,1020
"1442","Yolanda 2",2019-10-19,311.237254901961,1020
"1443","Yolanda 2",2019-10-20,283.193137254902,1020
"1444","Yolanda 2",2019-10-21,337.655882352941,1020
"1445","Yolanda 2",2019-10-22,280.448039215686,1020
"1446","Yolanda 2",2019-10-23,354.595098039216,1020
"1447","Yolanda 2",2019-10-24,411.867647058824,1020
"1448","Yolanda 2",2019-10-25,219.991176470588,1020
"1449","Yolanda 2",2019-10-26,265.522549019608,1020
"1450","Yolanda 2",2019-10-27,266.097058823529,1020
"1451","Yolanda 2",2019-10-28,260.855882352941,1020
"1452","Yolanda 2",2019-10-29,254.852941176471,1020
"1453","Yolanda 2",2019-10-30,299.297058823529,1020
"1454","Yolanda 2",2019-10-31,204.144117647059,1020
"1455","Yolanda 2",2019-11-01,315.61568627451,1020
"1456","Yolanda 2",2019-11-02,296.404901960784,1020
"1457","Yolanda 2",2019-11-03,156.367647058824,1020
"1458","Yolanda 2",2019-11-04,246.860784313726,1020
"1459","Yolanda 2",2019-11-05,214.216666666667,1020
"1460","Yolanda 2",2019-11-06,171.359803921569,1020
"1461","Yolanda 2",2019-11-07,140.401960784314,1020
"1462","Yolanda 2",2019-11-08,315.111764705882,1020
"1463","Yolanda 2",2019-11-09,220.854901960784,1020
"1464","Yolanda 2",2019-11-10,140.317647058824,1020
"1465","Yolanda 2",2019-11-11,175.320588235294,1020
"1466","Yolanda 2",2019-11-12,195.172549019608,1020
"1467","Yolanda 2",2019-11-13,148.519607843137,1020
"1468","Yolanda 2",2019-11-14,233.696078431373,1020
"1469","Yolanda 2",2019-11-15,244.740196078431,1020
"1470","Yolanda 2",2019-11-16,170.246078431373,1020
"1471","Yolanda 2",2019-11-17,178.829411764706,1020
"1472","Yolanda 2",2019-11-18,215.820588235294,1020
"1473","Yolanda 2",2019-11-19,87.8039215686274,1020
"1474","Yolanda 2",2019-11-20,5.56176470588235,1020
"1475","Yolanda 2",2019-11-21,7.49705882352941,1020
"1476","Yolanda 2",2019-11-22,2.82647058823529,1020
"1477","Yolanda 2",2019-11-23,0,1020
"1478","Yolanda 2",2019-11-24,0,1020
"1479","Yolanda 2",2019-11-25,0,1020
"1480","Yolanda 2",2019-11-26,0.0225490196078431,1020
"1481","Yolanda 2",2019-11-27,0.125490196078431,1020
"1482","Yolanda 2",2019-11-28,0,1020
"1483","Yolanda 2",2019-11-29,0,1020
"1484","Yolanda 2",2019-11-30,0,1020
"1485","Yolanda 2",2019-12-01,0,1020
"1486","Yolanda 2",2019-12-02,0,1020
"1487","Yolanda 2",2019-12-03,0,1020
"1488","Yolanda 2",2019-12-04,0,1020
"1489","Yolanda 2",2019-12-05,0,1020
"1490","Yolanda 2",2019-12-06,1.40980392156863,1020
"1491","Yolanda 2",2019-12-07,0,1020
"1492","Yolanda 2",2019-12-08,0,1020
"1493","Yolanda 2",2019-12-09,0.536269430051813,386
"1494","Yonder",2020-01-28,2.64901960784314,1020
"1495","Yonder",2020-01-29,3.22745098039216,1020
"1496","Yonder",2020-01-30,0,1020
"1497","Yonder",2020-01-31,1.83333333333333,1020
"1498","Yonder",2020-02-01,0,1020
"1499","Yonder",2020-02-02,0,1020
"1500","Yonder",2020-02-03,1.85294117647059,1020
"1501","Yonder",2020-02-04,9.43725490196078,1020
"1502","Yonder",2020-02-05,438.638235294118,1020
"1503","Yonder",2020-02-06,304.485294117647,1020
"1504","Yonder",2020-02-07,357.378431372549,1020
"1505","Yonder",2020-02-08,338.155882352941,1020
"1506","Yonder",2020-02-09,330.636274509804,1020
"1507","Yonder",2020-02-10,317.036274509804,1020
"1508","Yonder",2020-02-11,316.190196078431,1020
"1509","Yonder",2020-02-12,321.744117647059,1020
"1510","Yonder",2020-02-13,338.251960784314,1020
"1511","Yonder",2020-02-14,329.185294117647,1020
"1512","Yonder",2020-02-15,380.051960784314,1020
"1513","Yonder",2020-02-16,350.582352941176,1020
"1514","Yonder",2020-02-17,714.677450980392,1020
"1515","Yonder",2020-02-18,537.390196078431,1020
"1516","Yonder",2020-02-19,488.652941176471,1020
"1517","Yonder",2020-02-20,488.367647058824,1020
"1518","Yonder",2020-02-21,468.866666666667,1020
"1519","Yonder",2020-02-22,486.183333333333,1020
"1520","Yonder",2020-02-23,537.854901960784,1020
"1521","Yonder",2020-02-24,477.440196078431,1020
"1522","Yonder",2020-02-25,393.629411764706,1020
"1523","Yonder",2020-02-26,432.172549019608,1020
"1524","Yonder",2020-02-27,403.364705882353,1020
"1525","Yonder",2020-02-28,448.687254901961,1020
"1526","Yonder",2020-02-29,306.686274509804,1020
"1527","Yonder",2020-03-01,381.750980392157,1020
"1528","Yonder",2020-03-02,449.551960784314,1020
"1529","Yonder",2020-03-03,342.558823529412,1020
"1530","Yonder",2020-03-04,342.009803921569,1020
"1531","Yonder",2020-03-05,454.396078431373,1020
"1532","Yonder",2020-03-06,481.447058823529,1020
"1533","Yonder",2020-03-07,535.292156862745,1020
"1534","Yonder",2020-03-08,324.891176470588,1020
"1535","Yonder",2020-03-09,389.329411764706,1020
"1536","Yonder",2020-03-10,432.598039215686,1020
"1537","Yonder",2020-03-11,87.4313725490196,1020
"1538","Yonder",2020-03-12,36.0892156862745,1020
"1539","Yonder",2020-03-13,5.13039215686275,1020
"1540","Yonder",2020-03-14,0,1020
"1541","Yonder",2020-03-15,0,1020
"1542","Yonder",2020-03-16,0,1020
"1543","Yonder",2020-03-17,0,1020
"1544","Yonder",2020-03-18,0,1020
"1545","Yonder",2020-03-19,0,1020
"1546","Yonder",2020-03-20,0,1020
"1547","Yonder",2020-03-21,0,1020
"1548","Yonder",2020-03-22,0,1020
"1549","Yonder",2020-03-23,0,1020
"1550","Yonder",2020-03-24,0,1020
"1551","Yonder",2020-03-25,0,1020
"1552","Yonder",2020-03-26,0,1020
"1553","Yonder",2020-03-27,0,1020
"1554","Yonder",2020-03-28,0,1020
"1555","Yonder",2020-03-29,0,1020
"1556","Yonder",2020-03-30,0,1020
"1557","Yonder",2020-03-31,0,1020
"1558","Yonder",2020-04-01,0,1020
"1559","Yonder",2020-04-02,0,1020
"1560","Yonder",2020-04-03,0,1020
"1561","Yonder",2020-04-04,0,1020
"1562","Yonder",2020-04-05,0,1020
"1563","Yonder",2020-04-06,0,1020
"1564","Yonder",2020-04-07,0.0303921568627451,1020
"1565","Yonder",2020-04-08,0,1020
"1566","Yonder",2020-04-09,0,1020
"1567","Yonder",2020-04-10,0,1020
"1568","Yonder",2020-04-11,0,1020
"1569","Yonder",2020-04-12,0,1020
"1570","Yonder",2020-04-13,0,1020
"1571","Yonder",2020-04-14,0,1020
"1572","Yonder",2020-04-15,0,1020
"1573","Yonder",2020-04-16,0,1020
"1574","Yonder",2020-04-17,0,1020
"1575","Yonder",2020-04-18,0,1020
"1576","Yonder",2020-04-19,0,1020
"1577","Yonder",2020-04-20,0,1020
"1578","Yonder",2020-04-21,0,1020
"1579","Yonder",2020-04-22,0,1020
"1580","Yonder",2020-04-23,0,1020
"1581","Yonder",2020-04-24,0,1020
"1582","Yonder",2020-04-25,0,1020
"1583","Yonder",2020-04-26,0,1020
"1584","Yonder",2020-04-27,0,1020
"1585","Yonder",2020-04-28,0,1020
"1586","Yonder",2020-04-29,0,1020
"1587","Yonder",2020-04-30,0,1020
"1588","Yonder",2020-05-01,0,1020
"1589","Yonder",2020-05-02,0,1020
"1590","Yonder",2020-05-03,0,1020
"1591","Yonder",2020-05-04,0,1020
"1592","Yonder",2020-05-05,0,1020
"1593","Yonder",2020-05-06,0.90625,352
"1594","Zax 1",2019-10-01,247.658823529412,1020
"1595","Zax 1",2019-10-02,298.329411764706,1020
"1596","Zax 1",2019-10-03,355.392156862745,1020
"1597","Zax 1",2019-10-04,362.063725490196,1020
"1598","Zax 1",2019-10-05,368.63431372549,1020
"1599","Zax 1",2019-10-06,298.348039215686,1020
"1600","Zax 1",2019-10-07,369.151960784314,1020
"1601","Zax 1",2019-10-08,342.161764705882,1020
"1602","Zax 1",2019-10-09,319.063725490196,1020
"1603","Zax 1",2019-10-10,357.108823529412,1020
"1604","Zax 1",2019-10-11,352.756862745098,1020
"1605","Zax 1",2019-10-12,374.133333333333,1020
"1606","Zax 1",2019-10-13,322.028431372549,1020
"1607","Zax 1",2019-10-14,321.728431372549,1020
"1608","Zax 1",2019-10-15,261.083333333333,1020
"1609","Zax 1",2019-10-16,0.783783783783784,111
"1610","Zax 2",2019-10-16,7.00686274509804,1020
"1611","Zax 2",2019-10-17,139.371568627451,1020
"1612","Zax 2",2019-10-18,378.966666666667,1020
"1613","Zax 2",2019-10-19,311.700980392157,1020
"1614","Zax 2",2019-10-20,317.286274509804,1020
"1615","Zax 2",2019-10-21,248.13431372549,1020
"1616","Zax 2",2019-10-22,447.629411764706,1020
"1617","Zax 2",2019-10-23,291.262745098039,1020
"1618","Zax 2",2019-10-24,390.791176470588,1020
"1619","Zax 2",2019-10-25,298.838235294118,1020
"1620","Zax 2",2019-10-26,295.13431372549,1020
"1621","Zax 2",2019-10-27,275.208823529412,1020
"1622","Zax 2",2019-10-28,284.830392156863,1020
"1623","Zax 2",2019-10-29,314.253921568627,1020
"1624","Zax 2",2019-10-30,407.062745098039,1020
"1625","Zax 2",2019-10-31,233.472549019608,1020
"1626","Zax 2",2019-11-01,374.680392156863,1020
"1627","Zax 2",2019-11-02,348.085294117647,1020
"1628","Zax 2",2019-11-03,274.328431372549,1020
"1629","Zax 2",2019-11-04,330.664705882353,1020
"1630","Zax 2",2019-11-05,285.995098039216,1020
"1631","Zax 2",2019-11-06,365.646078431373,1020
"1632","Zax 2",2019-11-07,437.363725490196,1020
"1633","Zax 2",2019-11-08,333.504901960784,1020
"1634","Zax 2",2019-11-09,330.900980392157,1020
"1635","Zax 2",2019-11-10,331.028431372549,1020
"1636","Zax 2",2019-11-11,333.641176470588,1020
"1637","Zax 2",2019-11-12,290.496078431373,1020
"1638","Zax 2",2019-11-13,340.671568627451,1020
"1639","Zax 2",2019-11-14,297.980392156863,1020
"1640","Zax 2",2019-11-15,314.280392156863,1020
"1641","Zax 2",2019-11-16,309.092156862745,1020
"1642","Zax 2",2019-11-17,273.146078431373,1020
"1643","Zax 2",2019-11-18,244.490196078431,1020
"1644","Zax 2",2019-11-19,130.53431372549,1020
"1645","Zax 2",2019-11-20,7.58823529411765,1020
"1646","Zax 2",2019-11-21,10.9833333333333,1020
"1647","Zax 2",2019-11-22,5.99705882352941,1020
"1648","Zax 2",2019-11-23,0,1020
"1649","Zax 2",2019-11-24,0,1020
"1650","Zax 2",2019-11-25,0,1020
"1651","Zax 2",2019-11-26,0.0117647058823529,1020
"1652","Zax 2",2019-11-27,0.145098039215686,1020
"1653","Zax 2",2019-11-28,0,1020
"1654","Zax 2",2019-11-29,0,1020
"1655","Zax 2",2019-11-30,0,1020
"1656","Zax 2",2019-12-01,0,1020
"1657","Zax 2",2019-12-02,0,1020
"1658","Zax 2",2019-12-03,0,1020
"1659","Zax 2",2019-12-04,0,1020
"1660","Zax 2",2019-12-05,0,1020
"1661","Zax 2",2019-12-06,1.11764705882353,1020
"1662","Zax 2",2019-12-07,0,1020
"1663","Zax 2",2019-12-08,0,1020
"1664","Zax 2",2019-12-09,0.608478802992519,401
"1665","Zina 1",2019-10-01,197.411764705882,1020
"1666","Zina 1",2019-10-02,266.290196078431,1020
"1667","Zina 1",2019-10-03,255.987254901961,1020
"1668","Zina 1",2019-10-04,255.78137254902,1020
"1669","Zina 1",2019-10-05,229.441176470588,1020
"1670","Zina 1",2019-10-06,292.802941176471,1020
"1671","Zina 1",2019-10-07,267.337254901961,1020
"1672","Zina 1",2019-10-08,278.519607843137,1020
"1673","Zina 1",2019-10-09,272.324509803922,1020
"1674","Zina 1",2019-10-10,362.772549019608,1020
"1675","Zina 1",2019-10-11,259.153921568627,1020
"1676","Zina 1",2019-10-12,286.798039215686,1020
"1677","Zina 1",2019-10-13,298.236274509804,1020
"1678","Zina 1",2019-10-14,236.123529411765,1020
"1679","Zina 1",2019-10-15,169.540196078431,1020
"1680","Zina 1",2019-10-16,0,85
"1681","Zina 2",2019-10-16,5.55196078431373,1020
"1682","Zina 2",2019-10-17,172.955882352941,1020
"1683","Zina 2",2019-10-18,289.273529411765,1020
"1684","Zina 2",2019-10-19,263.091176470588,1020
"1685","Zina 2",2019-10-20,313.428431372549,1020
"1686","Zina 2",2019-10-21,240.073529411765,1020
"1687","Zina 2",2019-10-22,248.66862745098,1020
"1688","Zina 2",2019-10-23,261.882352941176,1020
"1689","Zina 2",2019-10-24,368.985294117647,1020
"1690","Zina 2",2019-10-25,194.207843137255,1020
"1691","Zina 2",2019-10-26,298.063725490196,1020
"1692","Zina 2",2019-10-27,254.055882352941,1020
"1693","Zina 2",2019-10-28,204.625490196078,1020
"1694","Zina 2",2019-10-29,295.388235294118,1020
"1695","Zina 2",2019-10-30,286.474509803922,1020
"1696","Zina 2",2019-10-31,203.228431372549,1020
"1697","Zina 2",2019-11-01,298.190196078431,1020
"1698","Zina 2",2019-11-02,237.629411764706,1020
"1699","Zina 2",2019-11-03,159.527450980392,1020
"1700","Zina 2",2019-11-04,260.763725490196,1020
"1701","Zina 2",2019-11-05,219.886274509804,1020
"1702","Zina 2",2019-11-06,326.598039215686,1020
"1703","Zina 2",2019-11-07,311.5,1020
